,System Type,Literature Name,Selection Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,dV,Sep,Sep(kpc),dV_rwp,Paper(s),BibCode(s),DOI(s),Notes
3546,Dual AGN Candidate,,Varstrometry,-99,132128.67+541855.5,,,,,,,,-100.0,-100,-100,132128.67+541855.5,,,13:21:28.75,54:18:55.43,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3547,Dual AGN Candidate,,Varstrometry,-99,144432.35+602939.4,,,,,,,,-100.0,-100,-100,144432.35+602939.4,,,14:44:32.34,60:29:39.58,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3548,Dual AGN Candidate,,Varstrometry,-99,144432.35+602939.4,,,,,,,,-100.0,-100,-100,144432.35+602939.4,,,14:44:32.42,60:29:39.04,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3549,Dual AGN Candidate,,Varstrometry,-99,151651.32+064105.5,,,,,,,,-100.0,-100,-100,151651.32+064105.5,,,15:16:51.33,6:41:05.52,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3550,Dual AGN Candidate,,Varstrometry,-99,153320.05+442156.8,,,,,,,,-100.0,-100,-100,153320.05+442156.8,,,15:33:20.06,44:21:56.93,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3551,Dual AGN Candidate,,Varstrometry,-99,165043.44+425149.3,,,,,,,,-100.0,-100,-100,165043.44+425149.3,,,16:50:43.47,42:51:48.21,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3552,Dual AGN Candidate,,Varstrometry,-99,165043.44+425149.3,,,,,,,,-100.0,-100,-100,165043.44+425149.3,,,16:50:43.45,42:51:49.38,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3553,Dual AGN Candidate,,Varstrometry,-99,212315.32+095050.6,,,,,,,,-100.0,-100,-100,212315.32+095050.6,,,21:23:15.31,9:50:50.30,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3554,Dual AGN Candidate,,Varstrometry,-99,212315.32+095050.6,,,,,,,,-100.0,-100,-100,212315.32+095050.6,,,21:23:15.35,9:50:50.91,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3555,Dual AGN Candidate,,Varstrometry,-99,223412.95-011309.6,,,,,,,,-100.0,-100,-100,223412.95-011309.6,,,22:34:12.96,-1:13:09.59,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3556,Dual AGN Candidate,,Varstrometry,-99,223558.48-092811.7,,,,,,,,-100.0,-100,-100,223558.48-092811.7,,,22:35:58.48,-9:28:11.69,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3557,Dual AGN Candidate,,Varstrometry,-99,003250.12-105357.6,,,,,,,,-100.0,-100,-100,003250.12-105357.6,,,0:32:50.14,-10:53:57.69,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3558,Dual AGN Candidate,,Varstrometry,-99,003250.12-105357.6,,,,,,,,-100.0,-100,-100,003250.12-105357.6,,,0:32:50.09,-10:53:57.58,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3559,Dual AGN Candidate,,Varstrometry,-99,022404.85+014941.9,,,,,,,,-100.0,-100,-100,022404.85+014941.9,,,2:24:04.84,1:49:42.00,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3560,Dual AGN Candidate,,Varstrometry,-99,022723.99-010623.4,,,,,,,,-100.0,-100,-100,022723.99-010623.4,,,2:27:24.01,-1:06:23.65,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3561,Dual AGN Candidate,,Varstrometry,-99,074817.13+191003.0,,,,,,,,-100.0,-100,-100,074817.13+191003.0,,,7:48:17.13,19:10:03.06,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3562,Dual AGN Candidate,,Varstrometry,-99,075824.27+145752.4,,,,,,,,-100.0,-100,-100,075824.27+145752.4,,,7:58:24.26,14:57:52.44,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3563,Dual AGN Candidate,,Varstrometry,-99,082155.98+340412.9,,,,,,,,-100.0,-100,-100,082155.98+340412.9,,,8:21:55.98,34:04:12.90,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3564,Dual AGN Candidate,,Varstrometry,-99,082155.98+340412.9,,,,,,,,-100.0,-100,-100,082155.98+340412.9,,,8:21:55.90,34:04:12.83,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3565,Dual AGN Candidate,,Varstrometry,-99,083956.37+433248.6,,,,,,,,-100.0,-100,-100,083956.37+433248.6,,,8:39:56.38,43:32:48.61,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3566,Dual AGN Candidate,,Varstrometry,-99,091127.61+055054.1,,,,,,,,-100.0,-100,-100,091127.61+055054.1,,,9:11:27.62,5:50:54.84,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3567,Dual AGN Candidate,,Varstrometry,-99,091127.61+055054.1,,,,,,,,-100.0,-100,-100,091127.61+055054.1,,,9:11:27.63,5:50:54.28,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3568,Dual AGN Candidate,,Varstrometry,-99,121044.84+452730.2,,,,,,,,-100.0,-100,-100,121044.84+452730.2,,,12:10:44.86,45:27:30.14,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3569,Dual AGN Candidate,,Varstrometry,-99,121044.84+452730.2,,,,,,,,-100.0,-100,-100,121044.84+452730.2,,,12:10:44.82,45:27:30.21,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3570,Dual AGN Candidate,,Varstrometry,-99,141803.88+183532.4,,,,,,,,-100.0,-100,-100,141803.88+183532.4,,,14:18:03.87,18:35:32.26,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3571,Dual AGN Candidate,,Varstrometry,-99,150324.78+475829.7,,,,,,,,-100.0,-100,-100,150324.78+475829.7,,,15:03:24.79,47:58:29.82,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3572,Dual AGN Candidate,,Varstrometry,-99,151020.42+153115.1,,,,,,,,-100.0,-100,-100,151020.42+153115.1,,,15:10:20.43,15:31:15.13,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3573,Dual AGN Candidate,,Varstrometry,-99,151623.88+310336.2,,,,,,,,-100.0,-100,-100,151623.88+310336.2,,,15:16:23.87,31:03:36.34,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3574,Dual AGN Candidate,,Varstrometry,-99,151623.88+310336.2,,,,,,,,-100.0,-100,-100,151623.88+310336.2,,,15:16:23.95,31:03:36.28,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3575,Dual AGN Candidate,,Varstrometry,-99,153646.86+383035.6,,,,,,,,-100.0,-100,-100,153646.86+383035.6,,,15:36:46.84,38:30:35.08,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3576,Dual AGN Candidate,,Varstrometry,-99,153646.86+383035.6,,,,,,,,-100.0,-100,-100,153646.86+383035.6,,,15:36:46.87,38:30:35.99,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3577,Dual AGN Candidate,,Varstrometry,-99,154817.88+044101.4,,,,,,,,-100.0,-100,-100,154817.88+044101.4,,,15:48:17.85,4:41:01.16,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3578,Dual AGN Candidate,,Varstrometry,-99,154817.88+044101.4,,,,,,,,-100.0,-100,-100,154817.88+044101.4,,,15:48:17.91,4:41:01.60,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3579,Dual AGN Candidate,,Varstrometry,-99,172308.15+524455.5,,,,,,,,-100.0,-100,-100,172308.15+524455.5,,,17:23:08.16,52:44:55.20,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3580,Dual AGN Candidate,,Varstrometry,-99,172308.15+524455.5,,,,,,,,-100.0,-100,-100,172308.15+524455.5,,,17:23:08.09,52:44:56.06,,,,-100.0,-100,-100,,-99.0,,,Hwang+2020,2020ApJ...888...73H,https://doi.org/10.3847/1538-4357/ab5c1a,
3581,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0038-2120,,,,,,,,-100.0,-100,-100,J0038-2120,,,00:38:29.9547,-21:20:04.023,,,,-100.0,-100,-100,,0.225,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3582,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0041+1339,,,,,,,,-100.0,-100,-100,J0041+1339,,,00:41:17.2110,13:39:27.527,,,,-100.0,-100,-100,,0.348,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3583,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0106+3402,,,,,,,,-100.0,-100,-100,J0106+3402,,,01:06:00.2934,34:02:02.988,,,,-100.0,-100,-100,,0.431,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3584,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0106+2539,,,,,,,,-100.0,-100,-100,J0106+2539,,,01:06:10.9690,25:39:30.496,,,,-100.0,-100,-100,,0.353,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3585,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0106-0315,,,,,,,,-100.0,-100,-100,J0106-0315,,,01:06:43.2287,-03:15:36.296,,,,-100.0,-100,-100,,0.207,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3586,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0146+2110,,,,,,,,-100.0,-100,-100,J0146+2110,,,01:46:58.7839,21:10:24.381,,,,-100.0,-100,-100,,0.277,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3587,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0216-0118,,,,,,,,-100.0,-100,-100,J0216-0118,,,02:16:05.6638,-01:18:03.397,,,,-100.0,-100,-100,,0.193,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3588,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0216-0105,,,,,,,,-100.0,-100,-100,J0216-0105,,,02:16:12.2119,-01:05:18.826,,,,-100.0,-100,-100,,0.179,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3589,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0334+0800,,,,,,,,-100.0,-100,-100,J0334+0800,,,03:34:53.3167,08:00:14.419,,,,-100.0,-100,-100,,0.272,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3590,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0335-0709,,,,,,,,-100.0,-100,-100,J0335-0709,,,03:35:57.0552,-07:09:55.854,,,,-100.0,-100,-100,,0.347,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3591,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0431+2037,,,,,,,,-100.0,-100,-100,J0431+2037,,,04:31:03.7614,20:37:34.265,,,,-100.0,-100,-100,,0.203,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3592,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0435+2532,,,,,,,,-100.0,-100,-100,J0435+2532,,,04:35:34.5829,25:32:59.697,,,,-100.0,-100,-100,,0.249,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3593,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0523+6007,,,,,,,,-100.0,-100,-100,J0523+6007,,,05:23:11.0082,60:07:45.720,,,,-100.0,-100,-100,,0.194,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3594,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0552+0313,,,,,,,,-100.0,-100,-100,J0552+0313,,,05:52:50.1015,03:13:27.243,,,,-100.0,-100,-100,,0.281,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3595,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0644+2911,,,,,,,,-100.0,-100,-100,J0644+2911,,,06:44:44.8158,29:11:04.018,,,,-100.0,-100,-100,,0.264,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3596,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0729-1320,,,,,,,,-100.0,-100,-100,J0729-1320,,,07:29:17.8177,-13:20:02.272,,,,-100.0,-100,-100,,0.448,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3597,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0736+2954,,,,,,,,-100.0,-100,-100,J0736+2954,,,07:36:13.6611,29:54:22.186,,,,-100.0,-100,-100,,0.192,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3598,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0817+3227,,,,,,,,-100.0,-100,-100,J0817+3227,,,08:17:28.5423,32:27:02.926,,,,-100.0,-100,-100,,0.226,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3599,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0843+4537,,,,,,,,-100.0,-100,-100,J0843+4537,,,08:43:07.0942,45:37:42.897,,,,-100.0,-100,-100,,0.177,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3600,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0854+6218,,,,,,,,-100.0,-100,-100,J0854+6218,,,08:54:50.5763,62:18:50.191,,,,-100.0,-100,-100,,0.176,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3601,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J0902+4310,,,,,,,,-100.0,-100,-100,J0902+4310,,,09:02:30.9200,43:10:14.166,,,,-100.0,-100,-100,,0.228,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3602,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1022+4239,,,,,,,,-100.0,-100,-100,J1022+4239,,,10:22:13.1323,42:39:25.612,,,,-100.0,-100,-100,,0.26,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3603,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1033+3935,,,,,,,,-100.0,-100,-100,J1033+3935,,,10:33:22.0610,39:35:51.083,,,,-100.0,-100,-100,,0.259,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3604,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1150+4332,,,,,,,,-100.0,-100,-100,J1150+4332,,,11:50:16.6027,43:32:05.906,,,,-100.0,-100,-100,,0.202,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3605,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1254+0859,,,,,,,,-100.0,-100,-100,J1254+0859,,,12:54:58.9577,08:59:47.549,,,,-100.0,-100,-100,,0.239,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3606,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1301+4634,,,,,,,,-100.0,-100,-100,J1301+4634,,,13:01:32.6063,46:34:02.940,,,,-100.0,-100,-100,,0.202,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3607,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1312+2531,,,,,,,,-100.0,-100,-100,J1312+2531,,,13:12:14.2889,25:31:13.175,,,,-100.0,-100,-100,,0.336,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3608,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1312+4828,,,,,,,,-100.0,-100,-100,J1312+4828,,,13:12:43.3537,48:28:30.941,,,,-100.0,-100,-100,,0.411,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3609,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1313+6735,,,,,,,,-100.0,-100,-100,J1313+6735,,,13:13:27.9863,67:35:50.382,,,,-100.0,-100,-100,,0.439,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3610,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1414+4554,,,,,,,,-100.0,-100,-100,J1414+4554,,,14:14:14.8526,45:54:48.720,,,,-100.0,-100,-100,,0.171,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3611,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1440+0127,,,,,,,,-100.0,-100,-100,J1440+0127,,,14:40:33.6470,01:27:05.210,,,,-100.0,-100,-100,,0.262,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3612,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1451+1343,,,,,,,,-100.0,-100,-100,J1451+1343,,,14:51:31.4910,13:43:24.001,,,,-100.0,-100,-100,,0.42,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3613,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1456+5048,,,,,,,,-100.0,-100,-100,J1456+5048,,,14:56:08.1197,50:48:36.300,,,,-100.0,-100,-100,,0.228,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3614,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1503+0917,,,,,,,,-100.0,-100,-100,J1503+0917,,,15:03:00.8995,09:17:58.983,,,,-100.0,-100,-100,,0.291,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3615,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1506+3730,,,,,,,,-100.0,-100,-100,J1506+3730,,,15:06:09.5300,37:30:51.133,,,,-100.0,-100,-100,,0.316,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279, Radio and optical offset could be  attirubuted to dust lane in galaxy.
3616,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1526-1351,,,,,,,,-100.0,-100,-100,J1526-1351,,,15:26:59.4407,-13:51:00.164,,,,-100.0,-100,-100,,0.192,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279, Radio and optical offset could be attributed to the fact that the radio peak is found at the end of the northern jet ; the AGN optical position would then obviously be different.
3617,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1543+0452,,,,,,,,-100.0,-100,-100,J1543+0452,,,15:43:33.9258,04:52:19.320,,,,-100.0,-100,-100,,0.413,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3618,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1603+1554,,,,,,,,-100.0,-100,-100,J1603+1554,,,16:03:38.0619,15:54:02.355,,,,-100.0,-100,-100,,0.205,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3619,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1604+1926,,,,,,,,-100.0,-100,-100,J1604+1926,,,16:04:49.9938,19:26:20.942,,,,-100.0,-100,-100,,0.194,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3620,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1625+4134,,,,,,,,-100.0,-100,-100,J1625+4134,,,16:25:57.6697,41:34:40.629,,,,-100.0,-100,-100,,0.259,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3621,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J1648+2224,,,,,,,,-100.0,-100,-100,J1648+2224,,,16:48:01.5356,22:24:33.148,,,,-100.0,-100,-100,,0.179,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3622,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J2052+1619,,,,,,,,-100.0,-100,-100,J2052+1619,,,20:52:43.6199,16:19:48.828,,,,-100.0,-100,-100,,0.231,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3623,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J2150+1449,,,,,,,,-100.0,-100,-100,J2150+1449,,,21:50:23.6071,14:49:47.895,,,,-100.0,-100,-100,,0.189,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3624,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J2210+0857,,,,,,,,-100.0,-100,-100,J2210+0857,,,22:10:06.0503,08:57:29.564,,,,-100.0,-100,-100,,0.193,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3625,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J2259-0811,,,,,,,,-100.0,-100,-100,J2259-0811,,,22:59:00.6888,-08:11:03.043,,,,-100.0,-100,-100,,0.235,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3626,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J2346+3011,,,,,,,,-100.0,-100,-100,J2346+3011,,,23:46:46.2508,30:11:59.249,,,,-100.0,-100,-100,,0.285,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
3627,Dual AGN / Binary Candidate,,Radio-Optical Offsets,-99,J2347-1856,,,,,,,,-100.0,-100,-100,J2347-1856,,,23:47:08.6267,-18:56:18.858,,,,-100.0,-100,-100,,0.244,,,Orosz+2013,2013A&A...553A..13O,https://doi.org/10.1051/0004-6361/201321279,
0,Binary AGN Candidate / Fast Jet Realignment,3C 293,X-Shaped Radio Source,,3C 293,0.04519,,13:52:17.842,+31:26:46.50,,,J2000,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,880e-3,,Liu+2004 ; Machalski+2016,2004MNRAS.347.1357L ; 2016A&A...595A..46M,https://doi.org/10.1111/j.1365-2966.2004.07325.x ; https://doi:10.1051/0004-6361/201629249,Inner 4kpc lobes are tilted by 40 deg wrt the outer lobes and are only ~0.3 Myr old. Cheung+07 do not classify as winged but Dennet-Thorpe+02 says it could be a type of X-shaped wing source. Machalski+ favor a fast jet realignment explanation. Check Dennet-Thopre+02 and Merrit+02. Quoted separation is based on the optical sources.
1,Recoil Candidate,J0116-473,X-Shaped Radio Source,,J0116-473,0.146101,,01:16:25.0503696336,-47:22:41.107795248,Optical,GAIA,J2000,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,Liu+2004,2004MNRAS.347.1357L,https://doi.org/10.1111/j.1365-2966.2004.07325.x,Liu+ to discuss a model where X-Shaped Radio Sources evolve into DDRGs after coalescence of the binary. 
0,Dual AGN,SDSS J1249+4719AB,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,SDSS J124903.34+471906.0,0.43751,spec,12:49:03.343,+47:19:06.04,Optical,SDSS,J2000,-23.09,V,mag,SDSS J124856.56+471827.8,0.43823,spec,12:48:56.562,+47:18:27.77,J2000,Optical,SDSS,-22.63,V,mag,,79,446,,Farina+2011,2011MNRAS.415.3163F,https://doi.org/10.1111/j.1365-2966.2011.18931.x,Coordinates not provided by Farina+. This pair is drawn from the SDSS catalogs by Schneider+. Cooordinates drawn from NED instead; caution: AB may not correspond to 1 and 2 as a result.
1,Dual AGN,J001103.18+005927.2,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,J001103.18+005927.2,0.4865,spec,00:11:03.18,+00:59:27.2,Optical,SDSS,J2000,19.75,i,mag,J001103.48+010032.6,0.4864,spec,00:11:03.48,+01:00:32.6,J2000,Optical,SDSS,20.62,i,mag,,652,390,,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
2,Dual AGN,J022610.98+003504.0,Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Fiber Spectroscopy,J022610.98+003504.0,0.4240,spec,02:26:10.98,+00:35:04.0,Optical,SDSS,J2000,19.54,i,mag,J022612.41+003402.2,0.4239,spec,02:26:12.41,+00:34:02.2,J2000,Optical,SDSS,19.09,i,mag,,66.0,360,,Sandrinelli+2014,2014MNRAS.444.1835S,https://doi.org/10.1093/mnras/stu1526,
