System Type,Selection Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,RA1_deg,Dec1_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,rmag1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,RA2_deg,Dec2_deg,Equinox2,rmag2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,dV,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J150452+321414,,spec,15:04:52,+32:14:14,226.21666666666664,32.23722222222222,,,,,-100.0,-100.0,-100.0,J150452+321414,0.11253,spec,-99,-99,226.21666666666664,32.23722222222222,,,,,-100.0,-100.0,-100.0,250.0,3.0,,Wang+2009 ; Tingay+2011 ; Fu+2011 ; Fu+2012 ; McGurk+2015,2009ApJ...705L..76W ; 2011AJ....141..174T ; 2011ApJ...733..103F ; 2012ApJ...745...67F ; 2015ApJ...811...14M,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-6256/141/6/174 ; https://doi.org/10.1088/0004-637X/733/2/103 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14," Tingay+ find no evidence of double radio cores in VLBA imaging. Fu+2011 found no companions within 3 arcseconds, No companion within 3 arcseconds. No companion within 3 arcseconds."
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J150501.56+371311.7,,spec,15:05:01.56,+37:13:11.7,226.2565,37.21991666666667,,,,,16.25,LAMOST r-band,mag,J150501.56+371311.7,0.06517,spec,-99,-99,226.2565,37.21991666666667,,,,,16.25,LAMOST r-band,mag,0.0,3,,Shi+2014,2014RAA....14.1234S,https://doi:10.1088/1674-4527/14/10/003,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J150705.22+050312.3,,spec,15:07:05.22,+05:03:12.3,226.77175,5.053416666666666,,,,,17.28,SDSS r-band,mag,J150705.22+050312.3,0.2155,spec,-99,-99,226.77175,5.053416666666666,,,,,17.28,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J150809.68+110115.9,,spec,15:08:09.68,+11:01:15.9,227.0403333333333,11.021083333333332,,,,,17.83,SDSS r-band,mag,J150809.68+110115.9,0.17158,spec,-99,-99,227.0403333333333,11.021083333333332,,,,,17.83,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J150911.56+301201.9,,spec,15:09:11.56,+30:12:01.9,227.29816666666665,30.200527777777776,,,,,16.85,SDSS r-band,mag,J150911.56+301201.9,0.1109,spec,-99,-99,227.29816666666665,30.200527777777776,,,,,16.85,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Spectroscopic Emission Lines,-99,J150940.68+571811.8,,spec,15:09:40.68,+57:18:11.8,227.4195,57.30327777777777,,,,,-99.0,-99,-99,J150940.68+571811.8,0.8167,spec,-99,-99,227.4195,57.30327777777777,,,,,-99.0,-99,-99,0.0,3,,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, 
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151005.27+232326.7,,spec,15:10:05.27,+23:23:26.7,227.5219583333333,23.39075,,,,,16.97,SDSS r-band,mag,J151005.27+232326.7,0.1338,spec,-99,-99,227.5219583333333,23.39075,,,,,16.97,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151045.67+471613.3,,spec,15:10:45.67,+47:16:13.3,227.69029166666664,47.27036111111111,,,,,17.18,SDSS r-band,mag,J151045.67+471613.3,0.08688,spec,-99,-99,227.69029166666664,47.27036111111111,,,,,17.18,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151115.23+610421.7,,spec,15:11:15.23,+61:04:21.7,227.8134583333333,61.07269444444445,,,,,16.92,SDSS r-band,mag,J151115.23+610421.7,0.11231,spec,-99,-99,227.8134583333333,61.07269444444445,,,,,16.92,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151118.55+351548.5,,spec,15:11:18.55,+35:15:48.5,227.82729166666664,35.26347222222222,,,,,16.88,SDSS r-band,mag,J151118.55+351548.5,0.12553,spec,-99,-99,227.82729166666664,35.26347222222222,,,,,16.88,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151211.13+382753.3,,spec,15:12:11.13,+38:27:53.3,228.04637499999995,38.46480555555556,,,,,-100.0,-100,-100,J151211.13+382753.3,0.4705,spec,-99,-99,228.04637499999995,38.46480555555556,,,,,-100.0,-100,-100,0.0,2,,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Spectroscopic Emission Lines,-99,J151230.31+593753.4,,spec,15:12:30.31,+59:37:53.4,228.12629166666665,59.6315,,,,,-99.0,-99,-99,J151230.31+593753.4,0.862,spec,-99,-99,228.12629166666665,59.6315,,,,,-99.0,-99,-99,0.0,3,,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, 
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151252.07-015402.9,,spec,15:12:52.07,-01:54:02.9,228.21695833333328,-1.9008055555555556,,,,,16.92,SDSS r-band,mag,J151252.07-015402.9,0.09992,spec,-99,-99,228.21695833333328,-1.9008055555555556,,,,,16.92,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151318.04+244655.3,,spec,15:13:18.04,+24:46:55.3,228.32516666666663,24.782027777777778,,,,,17.12,SDSS r-band,mag,J151318.04+244655.3,0.2199,spec,-99,-99,228.32516666666663,24.782027777777778,,,,,17.12,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151418.09+160351.1,,spec,15:14:18.09,+16:03:51.1,228.57537499999995,16.064194444444446,,,,,17.57,SDSS r-band,mag,J151418.09+160351.1,0.1402,spec,-99,-99,228.57537499999995,16.064194444444446,,,,,17.57,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151452.57+580534.6,,spec,15:14:52.57,+58:05:34.6,228.71904166666664,58.09294444444445,,,,,15.99,SDSS r-band,mag,J151452.57+580534.6,0.10859,spec,-99,-99,228.71904166666664,58.09294444444445,,,,,15.99,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151518.29+551535.3,,spec,15:15:18.29,+55:15:35.3,228.82620833333328,55.25980555555556,,,,,-100.0,-100.0,-100.0,J151518.29+551535.3,0.513,spec,-99,-99,228.82620833333328,55.25980555555556,,,,,-100.0,-100.0,-100.0,250.0,3.0,,Smith+2010 ; Smith+2012 ; Song+2020 ,2010ApJ...716..866S ; 2012ApJ...752...63S ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/752/1/63 ; https://doi.org/10.1093/mnras/stz3354, Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151523.18+142532.5,,spec,15:15:23.18,+14:25:32.5,228.8465833333333,14.425694444444444,,,,,16.94,SDSS r-band,mag,J151523.18+142532.5,0.09202,spec,-99,-99,228.8465833333333,14.425694444444444,,,,,16.94,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151656.59+183021.5,,spec,15:16:56.59,+18:30:21.5,229.23579166666664,18.505972222222223,,,,,-100.0,-100.0,-100.0,J151656.59+183021.5,0.58,spec,-99,-99,229.23579166666664,18.505972222222223,,,,,-100.0,-100.0,-100.0,400.0,-99,,Smith+2010 ; Fu+2012 ; An+2013 ; Comerford+2018 ; Song+2020 ,2010ApJ...716..866S ; 2012ApJ...745...67F ; 2013MNRAS.433.1161A ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1093/mnras/stt801 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, Fu+2011 argue the origin of the double-peaked lines is Unresolved narrow-line region An+ refers to this as 3C 316. An+ presents eMERLIN VLA and EVN imaging of 3C 316 and reveals three major components (eastern and central and western components) that are further resolved into discrete jet components in an S-shaped line in the EVN image. None of these could be unambiguously identified as an AGN core. These resemble the knots of jets. They argue the radio structure is consistent with a single radio emitting AGN but they cannot rule out a kiloparsec radio-quiet companion. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151659.24+051751.5,,spec,15:16:59.24,+05:17:51.5,229.2468333333333,5.297638888888889,,,,,-100.0,-100.0,-100.0,J151659.24+051751.5,0.0512,spec,-99,-99,229.2468333333333,5.297638888888889,,,,,-100.0,-100.0,-100.0,326.0,3.0,,Wang+2009 ; Liu+2010a ; Tingay+2011 ; Ge+2012 ; Fu+2011 ; Fu+2012 ; McGurk+2015,2009ApJ...705L..76W ; 2010ApJ...708..427L ; 2011AJ....141..174T ; 2012ApJS..201...31G ; 2011ApJ...733..103F ; 2012ApJ...745...67F ; 2015ApJ...811...14M,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-6256/141/6/174 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/733/2/103 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14," Tingay+ find no evidence of double radio cores in VLBA imaging. Fu+2011 found no companions within 3 arcseconds, No companion within 3 arcseconds. No companion within 3 arcseconds."
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151709.21+335324.7,,spec,15:17:09.21,+33:53:24.7,229.288375,33.89019444444445,,,,,-100.0,-100.0,-100.0,J151709.21+335324.7,0.1352,spec,-99,-99,229.288375,33.89019444444445,,,,,-100.0,-100.0,-100.0,581.0,2.29,,Wang+2009 ; Liu+2010a ; Smith+2010 ; Tingay+2011 ; Rosario+2010 ; Ge+2012 ; Comerford+2012 ; Yuan+2016 ; Comerford+2018 ; Song+2020 ,2009ApJ...705L..76W ; 2010ApJ...708..427L ; 2010ApJ...716..866S ; 2011AJ....141..174T ; 2010ApJ...716..131R ; 2012ApJS..201...31G ; 2012ApJ...753...42C ; 2016MNRAS.462.1603Y ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-6256/141/6/174 ; https://doi.org/10.1088/0004-637X/716/1/131 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/753/1/42 ; https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, Tingay+ find no evidence of double radio cores in VLBA imaging. Rosario+ find that the radio jet and the emission-line regions are coaligned and the emission line spectrum is consistent with ionization by strong shocks. The profiles show a mirrior symmetry consistent with acceleration due to a bipolar outflow. There is also no evidence for a merger. The double-peak profiles are most likely due to jet-ISM interactions and not dual AGNs. Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151733.21+593340.1,,spec,15:17:33.21,+59:33:40.1,229.388375,59.56113888888888,,,,,17.42,SDSS r-band,mag,J151733.21+593340.1,0.19055,spec,-99,-99,229.388375,59.56113888888888,,,,,17.42,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151735.17+214532.5,,spec,15:17:35.17,+21:45:32.5,229.39654166666665,21.759027777777774,,,,,-100.0,-100.0,-100.0,J151735.17+214532.5,0.399,spec,-99,-99,229.39654166666665,21.759027777777774,,,,,-100.0,-100.0,-100.0,324.0,1.1,,Smith+2010 ; Fu+2011 ; Fu+2012 ; Fu+2012 ; McGurk+2015 ; Song+2020 ,2010ApJ...716..866S ; 2011ApJ...733..103F ; 2012ApJ...745...67F ; 2012ApJ...745...67F ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/733/2/103 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354," Fu+2011 companions within 3 arcseconds, Fu+2011 argue the origin of the double-peaked lines is Extended narrow-line regionFu+2011 also include a secondary class: ambiguous Companion(s) within 3 arcseconds. Companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis."
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151751.78+252353.4,,spec,15:17:51.78,+25:23:53.4,229.46575,25.398166666666665,,,,,-100.0,-100,-100,J151751.78+252353.4,0.0713,spec,-99,-99,229.46575,25.398166666666665,,,,,-100.0,-100,-100,0.0,2,,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151757.36+114452.6,,spec,15:17:57.36,+11:44:52.6,229.489,11.747944444444444,,,,,-100.0,-100.0,-100.0,J151757.36+114452.6,0.227,spec,-99,-99,229.489,11.747944444444444,,,,,-100.0,-100.0,-100.0,433.0,3.0,,Smith+2010 ; Fu+2011 ; Fu+2012 ; McGurk+2015 ; Song+2020 ,2010ApJ...716..866S ; 2011ApJ...733..103F ; 2012ApJ...745...67F ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/733/2/103 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354," Fu+2011 found no companions within 3 arcseconds, No companion within 3 arcseconds. No companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis."
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151810.63+451350.3,,spec,15:18:10.63,+45:13:50.3,229.54429166666665,45.23063888888889,,,,,16.4,SDSS r-band,mag,J151810.63+451350.3,0.11954,spec,-99,-99,229.54429166666665,45.23063888888889,,,,,16.4,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151842.95+244026.0,,spec,15:18:42.95,+24:40:26.0,229.6789583333333,24.67388888888889,,,,,-100.0,-100.0,-100.0,J151842.95+244026.0,0.561,spec,-99,-99,229.6789583333333,24.67388888888889,,,,,-100.0,-100.0,-100.0,280.0,3.0,,Smith+2010 ; Smith+2012 ; McGurk+2015 ; Comerford+2018 ; Song+2020 ,2010ApJ...716..866S ; 2012ApJ...752...63S ; 2015ApJ...811...14M ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/752/1/63 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, No companion within 3 arcseconds. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Spectroscopic Emission Lines,-99,J151844.75+461855.1,,spec,15:18:44.75,+46:18:55.1,229.6864583333333,46.315305555555554,,,,,-99.0,-99,-99,J151844.75+461855.1,0.8851,spec,-99,-99,229.6864583333333,46.315305555555554,,,,,-99.0,-99,-99,0.0,3,,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, 
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151859.45+140332.1,,spec,15:18:59.45,+14:03:32.1,229.7477083333333,14.058916666666669,,,,,16.96,SDSS r-band,mag,J151859.45+140332.1,0.13913,spec,-99,-99,229.7477083333333,14.058916666666669,,,,,16.96,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151924.23+192219.4,,spec,15:19:24.23,+19:22:19.4,229.85095833333327,19.372055555555555,,,,,-100.0,-100,-100,J151924.23+192219.4,0.6196,spec,-99,-99,229.85095833333327,19.372055555555555,,,,,-100.0,-100,-100,0.0,2,,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151944.90+191353.3,,spec,15:19:44.90,+19:13:53.3,229.9370833333333,19.23147222222222,,,,,-100.0,-100.0,-100.0,J151944.90+191353.3,0.245,spec,-99,-99,229.9370833333333,19.23147222222222,,,,,-100.0,-100.0,-100.0,600.0,3.0,,Smith+2010 ; Song+2020 ,2010ApJ...716..866S ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1093/mnras/stz3354, Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151953.26+013954.1,,spec,15:19:53.26,+01:39:54.1,229.97191666666663,1.6650277777777778,,,,,-100.0,-100,-100,J151953.26+013954.1,0.4911,spec,-99,-99,229.97191666666663,1.6650277777777778,,,,,-100.0,-100,-100,0.0,2,,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151956.91+330217.9,,spec,15:19:56.91,+33:02:17.9,229.987125,33.03830555555555,,,,,17.57,SDSS r-band,mag,J151956.91+330217.9,0.13832,spec,-99,-99,229.987125,33.03830555555555,,,,,17.57,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152103.76+453001.9,,spec,15:21:03.76,+45:30:01.9,230.26566666666665,45.500527777777776,,,,,17.46,SDSS r-band,mag,J152103.76+453001.9,0.13395,spec,-99,-99,230.26566666666665,45.500527777777776,,,,,17.46,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152117.30+075955.4,,spec,15:21:17.30,+07:59:55.4,230.32208333333327,7.998722222222222,,,,,-100.0,-100.0,-100.0,J152117.30+075955.4,0.463,spec,-99,-99,230.32208333333327,7.998722222222222,,,,,-100.0,-100.0,-100.0,500.0,3.0,,Smith+2010 ; McGurk+2015 ; Song+2020 ,2010ApJ...716..866S ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354, Companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152122.93+285804.2,,spec,15:21:22.93,+28:58:04.2,230.34554166666663,28.96783333333333,,,,,17.44,SDSS r-band,mag,J152122.93+285804.2,0.10691,spec,-99,-99,230.34554166666663,28.96783333333333,,,,,17.44,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152145.01+291759.5,,spec,15:21:45.01,+29:17:59.5,230.43754166666665,29.299861111111117,,,,,-100.0,-100.0,-100.0,J152145.01+291759.5,0.1129,spec,-99,-99,230.43754166666665,29.299861111111117,,,,,-100.0,-100.0,-100.0,0.0,3.0,,Liu+2010a ; Ge+2012,2010ApJ...708..427L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152156.23+194949.5,,spec,15:21:56.23,+19:49:49.5,230.48429166666665,19.830416666666668,,,,,17.64,SDSS r-band,mag,J152156.23+194949.5,0.20512,spec,-99,-99,230.48429166666665,19.830416666666668,,,,,17.64,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152207.56+130023.6,,spec,15:22:07.56,+13:00:23.6,230.5315,13.006555555555556,,,,,17.52,SDSS r-band,mag,J152207.56+130023.6,0.13484,spec,-99,-99,230.5315,13.006555555555556,,,,,17.52,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152314.55+354834.0,,spec,15:23:14.55,+35:48:34.0,230.810625,35.809444444444445,,,,,16.91,SDSS r-band,mag,J152314.55+354834.0,0.11876,spec,-99,-99,230.810625,35.809444444444445,,,,,16.91,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152327.57+262940.7,,spec,15:23:27.57,+26:29:40.7,230.864875,26.49463888888889,,,,,-100.0,-100.0,-100.0,J152327.57+262940.7,0.236,spec,-99,-99,230.864875,26.49463888888889,,,,,-100.0,-100.0,-100.0,540.0,3.0,,Smith+2010 ; Ge+2012 ; McGurk+2015 ; Song+2020 ,2010ApJ...716..866S ; 2012ApJS..201...31G ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354, Companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152345.62+132340.6,,spec,15:23:45.62,+13:23:40.6,230.9400833333333,13.39461111111111,,,,,17.45,SDSS r-band,mag,J152345.62+132340.6,0.1664,spec,-99,-99,230.9400833333333,13.39461111111111,,,,,17.45,SDSS r-band,mag,0.0,3,,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152431.41+323750.6,,spec,15:24:31.41,+32:37:50.6,231.130875,32.630722222222225,,,,,-100.0,-100.0,-100.0,J152431.41+323750.6,0.629,spec,-99,-99,231.130875,32.630722222222225,,,,,-100.0,-100.0,-100.0,480.0,-99,,Smith+2010 ; Fu+2012 ; McGurk+2015 ; Yuan+2016 ; Comerford+2018 ; Song+2020 ,2010ApJ...716..866S ; 2012ApJ...745...67F ; 2015ApJ...811...14M ; 2016MNRAS.462.1603Y ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, Fu+2011 argue the origin of the double-peaked lines is Unresolved narrow-line region No companion within 3 arcseconds. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J152506.63+022425.1,,spec,15:25:06.63,+02:24:25.1,231.277625,2.406972222222222,,,,,-100.0,-100.0,-100.0,J152506.63+022425.1,0.337,spec,-99,-99,231.277625,2.406972222222222,,,,,-100.0,-100.0,-100.0,320.0,3.0,,Smith+2010 ; Song+2020 ,2010ApJ...716..866S ; 2020MNRAS.491.4023S ,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1093/mnras/stz3354, Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.
